MMID,code,SiteID,exp,tag_sequencing,Metagenome_reads,Contigs,latitude,longitude,Altitude,sample_type,location1,location2,location3,location4,site_name,geotype1,tectonics1,tectonics2,tectonics3,tectonics4,aersub1,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,Temp,Salinity,pH,do,toc,tn,dic,co2,he,n2,doc,ch4,h2,o2,w_g,rc_ra,f,cl,so4,br,h2s,no_3,nh4,po4,li,na,nh4,k,mg,ca,si,database_solid,database_soli_id,material,rock_type,sample_name,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,p2o5_d,h2op_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,DPM,CT,SedThic_On,DistCoast,DSub,DMOR,DOT,DHS,DV,DMUSGS,DEQ,HF,PV,elv,slab_name,DCS,SDepth,SDip,ConvR,ConvObl,ConvAge,code_bis,Cl_Set,Ca_Set,TAS
CR18LWS,LW_s,LW,CR18,LW180405.s_S44269,CR18LWS,NA,8.44119,-82.90487,32,sediment,Central_America,Costa_Rica,Costa Rica outer forearc,Laurel,Laurel,spring,plate margin,convergent,oceanic-continental subduction,Outer Forearc,aerial,3186036,sedimentary rocks,sedimentary,sedimentary,206331,9.36916667,-82.976389,14.9683772,"Alunite,Baryte,Bornite,Chalcocite,Chalcopyrite,Epidote,Galena,Gold,Kaolinite,Muscovite,Pyrite,Sphalerite",31.5,0.55,7.1,3.5,0.53,NA,7.11,816.9155,0.010162,21.13289,NA,157.5839,0.041218,3.67501,w,1.2,,,,,NA,NA,NA,,,,,,,,NA,EarthChem,M65AKH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A_KH,8.47,-82.71,98.3796719,55.96,0.94,15.86,6.2896719,0.1,5.36,7.66,2.93,2.81,0.47,NA,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.4,2.07,NA,6.08,NA,66.56,NA,0.17,10.66,52.55,NA,14.69,49,NA,7.72,2006,0.7,0.67,NA,NA,NA,NA,NA,11.75,1.15,182,958.9,24.9,93.4,24,74.9,519.9,74.9,1374.4,56.8,1099.4,4.2,119.7,2.5,20.2,cam,4.2,-36.7,38.4,8.8,7.9,108.3,LW,Alkaline soda springs,Mature deep,Andesite
CR18LWF,LW_f,LW,CR18,LW180405.f_S44266,NA,NA,8.44119,-82.90487,32,fluid,Central_America,Costa_Rica,Costa Rica outer forearc,Laurel,Laurel,spring,plate margin,convergent,oceanic-continental subduction,Outer Forearc,aerial,3186036,sedimentary rocks,sedimentary,sedimentary,206331,9.36916667,-82.976389,14.9683772,"Alunite,Baryte,Bornite,Chalcocite,Chalcopyrite,Epidote,Galena,Gold,Kaolinite,Muscovite,Pyrite,Sphalerite",31.5,0.55,7.1,3.5,0.53,NA,7.11,816.9155,0.010162,21.13289,NA,157.5839,0.041218,3.67501,w,1.2,NA,0.1494936959,0.008050523978,NA,NA,NA,NA,NA,0.005,1.973,0.173,0.261,0.76,0.48,NA,EarthChem,M65AKH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A_KH,8.47,-82.71,98.3796719,55.96,0.94,15.86,6.2896719,0.1,5.36,7.66,2.93,2.81,0.47,NA,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.4,2.07,NA,6.08,NA,66.56,NA,0.17,10.66,52.55,NA,14.69,49,NA,7.72,2006,0.7,0.67,NA,NA,NA,NA,NA,11.75,1.15,182,958.9,24.9,93.4,24,74.9,519.9,74.9,1374.4,56.8,1099.4,4.2,119.7,2.5,20.2,cam,4.2,-36.7,38.4,8.8,7.9,108.3,LW,Alkaline soda springs,Mature deep,Andesite
CR18MCS,MC_s,MC,CR18,MC180404.s_S44230,CR18MCS,NA,9.34391,-83.59565,812,sediment,Central_America,Costa_Rica,Cordillera Talamanca,Montecarlo - Bernardino,Montecarlo - Bernardino,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,3192734,unclassified volcanic rocks,igneous,igneous_uncl,17964,10.0613889,-83.370556,26.6163786,"Analcime,Calcite,Mesolite,Natrolite,Offretite,Thomsonite-Ca",31.8,2.33,9.6,23,0.28,NA,0.04,0,0.221043,967.4392,0.4,0.630369,0.161692,16.01988,w,2.36,,,,,NA,NA,NA,,,,,,,,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84.217,96.24,49.1,1.05,15.52,9.47,0.15,7.11,9.44,2.46,1.52,0.42,NA,490,NA,NA,27,450.28,68,310.55,NA,14.28,99,3.4,2.01,1.03,NA,3.26,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17,NA,3.15,417,0.1,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45,841.2984078,31.1001483,150.793,33.6103918,114.3982322,625.5773495,195.1586562,1391.127983,75.66843106,1224.634,34.7550065,111.3214146,1.893682119,899.5729351,cam,4.170301974,-59.00214386,36.84541702,8.666784287,7.962999344,106.6104584,MC,Deep Chloride-sulfate,Mature deep,Basalt
CR18MCF,MC_f,MC,CR18,MC180404.f_S44265,NA,NA,9.34391,-83.59565,812,fluid,Central_America,Costa_Rica,Cordillera Talamanca,Montecarlo - Bernardino,Montecarlo - Bernardino,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,3192734,unclassified volcanic rocks,igneous,igneous_uncl,17964,10.0613889,-83.370556,26.6163786,"Analcime,Calcite,Mesolite,Natrolite,Offretite,Thomsonite-Ca",31.8,2.33,9.6,23,0.28,NA,0.04,0,0.221043,967.4392,0.4,0.630369,0.161692,16.01988,w,2.36,0.009299027222,20.06337028,4.937365535,0.02,NA,NA,NA,NA,0.009,13.809,NA,0.09,0.06,3.54,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84.217,96.24,49.1,1.05,15.52,9.47,0.15,7.11,9.44,2.46,1.52,0.42,NA,490,NA,NA,27,450.28,68,310.55,NA,14.28,99,3.4,2.01,1.03,NA,3.26,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17,NA,3.15,417,0.1,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45,841.2984078,31.1001483,150.793,33.6103918,114.3982322,625.5773495,195.1586562,1391.127983,75.66843106,1224.634,34.7550065,111.3214146,1.893682119,899.5729351,cam,4.170301974,-59.00214386,36.84541702,8.666784287,7.962999344,106.6104584,MC,Deep Chloride-sulfate,Mature deep,Basalt
CR17MTF,MT_f,MT,CR17,MTF.MT170219_S38587,CR17MTF,CR17MTF,10.595774,-85.238451,166,fluid,Central_America,Costa_Rica,Active volcanic arc,Guanacaste_region,Mouse Trap,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,951120,felsic,igneous,granite,208460,10.7041667,-85.223056,1.983629,Copper,59,3.342,6.32,12.4,0.24926,0.02,21.7,988.3,0.00023,8.50821,1.66,0.74033,0.00011,2.25954,g,3.57,0.01448684211,34.42172028,0.14,0.019460875,0,0,2.1,0.001264210526,0.3251257143,34.23772957,0,1.062670077,0.13,0.7,640.724,EarthChem,010630-4A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,DACITE",010630-4A,10.57,-85.33,99.6593787,70.08011504,0.451930978,15.82785538,3.05913219,0.07189811,0.739523418,2.793755136,2.886195563,3.718159408,0.030813476,NA,NA,NA,NA,NA,74.33,NA,1616.32,NA,58.01,5.22,3.65,2.32,1.31,NA,4.49,0.74,27.69,NA,0.39,10.32,NA,8.93,NA,61.7,NA,5.12,345.8,0.63,0.66,5.27,NA,NA,3.78,NA,23.69,2.43,207,673.2,37.7,305.4,36.9,145.8,801.7,412.3,1390.4,19.8,1442.5,24.7,82.8,1.6,178.4,cam,4.1,-65.9,42.6,8.5,4.7,103.3,MT,Perypheral geothermal,Mature deep,Rhyolite
CR18PCF,PC_f,PC,,PC140111.f_S44238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR17PFF,PF_f,PF,CR17,PFF.PF170224_S38603,NA,CR17PFF,10.518466,-84.11518,53,fluid,Central_America,Costa_Rica,Active volcanic backarc,Central_Cordillera,Pompilos finca,spring,plate margin,convergent,oceanic-continental subduction,Backarc,aerial,951224,felsic,igneous,granite,293056,10,-84.1,6.15444397,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",28,1.961,5.81,4.3,1.6602958,0.3,23.72,997.6,NA,1.8926,1.16,0.01771,0.00025,0.47037,g,1.72,0,17.49594873,0.18,0.0109635,0,0,34.62,0.0006977894737,0.006154285714,12.38368609,0,1.104799488,6.31,0.81,954.548,EarthChem,CH-020406-5,whole_rock,"ANDESITE, BASALTIC",CH-020406-5,10.5831,-84.1805,97.16,60.64,0.73,15.91,6.18,0.14,2.68,5.58,3.53,1.57,0.2,NA,51,NA,NA,25,150.01,56,631.7,NA,25.09,88,4.14,2.57,1.17,NA,4.2,0.81,12.18,NA,0.45,4.67,16.3,3.14,3.69,29,NA,4.14,365,0.31,0.66,1.54,NA,891.7,0.49,-85.31481667,26.02,2.85,126.79,701.1,39,967.5,89.7,201.6,762.6,336.9,1454.2,36.7,1365.1,39.4,90.2,1.6,75.4,cam,2.6,-169.7,61.1,8.5,8.1,104.1,PF,Perypheral geothermal,Mature deep,Andesite
CR17PFS,PF_s,PF,CR17,PFS.PF170222_S38582,CR17PFS,CR17PFS,10.518466,-84.11518,53,sediment,Central_America,Costa_Rica,Active volcanic backarc,Central_Cordillera,Pompilos finca,spring,plate margin,convergent,oceanic-continental subduction,Backarc,aerial,951224,felsic,igneous,granite,293056,10,-84.1,6.15444397,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",28,1.961,5.81,4.3,1.6602958,0.3,23.72,997.6,NA,1.8926,1.16,0.01771,0.00025,0.47037,g,1.72,,,,,NA,0,NA,,,,,,,,NA,EarthChem,CH-020406-5,whole_rock,"ANDESITE, BASALTIC",CH-020406-5,10.5831,-84.1805,97.16,60.64,0.73,15.91,6.18,0.14,2.68,5.58,3.53,1.57,0.2,NA,51,NA,NA,25,150.01,56,631.7,NA,25.09,88,4.14,2.57,1.17,NA,4.2,0.81,12.18,NA,0.45,4.67,16.3,3.14,3.69,29,NA,4.14,365,0.31,0.66,1.54,NA,891.7,0.49,-85.31481667,26.02,2.85,126.79,701.1,39,967.5,89.7,201.6,762.6,336.9,1454.2,36.7,1365.1,39.4,90.2,1.6,75.4,cam,2.6,-169.7,61.1,8.5,8.1,104.1,PF,Perypheral geothermal,Mature deep,Andesite
CR17PGF,PG_f,PG,CR17,PGF.PG170224_S38589,NA,CR17PGF,10.188962,-84.227388,1632,fluid,Central_America,Costa_Rica,Active volcanic arc,Central_Cordillera,Poas Volcano Laguna,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,3188297,felsic,igneous,granite,301676,10.1986111,-84.2325,0.996396,"""Alunite,Augite,Magnetite,Sulphur""",NA,NA,NA,NA,0.1531187,NA,NA,NA,NA,NA,NA,NA,NA,NA,g (PU170224),6.48,0,0.1898571831,0.05,0.000329875,NA,0.002146612903,NA,0.0004515789474,0,0.1053886957,0.006074444444,0.02933580563,0.16,0.2,NA,EarthChem,PO7,whole_rock,"IGNEOUS,VOLCANIC",PO7,10.2,-84.217,99.65,55.66,1.06,16.76,8.87,0.17,3.68,7.8,3.31,2.03,0.31,NA,155.3,21.79,3.13,4.29,256.61,82.04,868.18,NA,70.99,1.34,4.77,2.69,1.66,NA,6.11,0.96,32.88,9.81,0.39,13.93,32.28,6.83,8.9,61.88,30.21,6.77,558.42,0.83,0.89,9.63,NA,0.09,3.37,0.88,28.29,2.59,163.87,733.8297845,38.17559859,15.9974,61.40516256,163.3835188,729.0965173,310.5657806,1417.87093,4.378893816,1340.924206,2.480629288,91.31416944,1.625928815,2463.295011,cam,4.289952531,-107.5426559,57.09819031,8.560872078,8.062166214,104.9646988,PG,Alkaline soda springs,Ca rich,Andesite
CR17PGS,PG_s,PG,CR17,PGS.PG170224_S38581,CR17PGS,CR17PGS,10.188962,-84.227388,1632,sediment,Central_America,Costa_Rica,Active volcanic arc,Central_Cordillera,Poas Volcano Laguna,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,3188297,felsic,igneous,granite,301676,10.1986111,-84.2325,0.996396,"""Alunite,Augite,Magnetite,Sulphur""",NA,NA,NA,NA,0.1531187,NA,NA,NA,NA,NA,NA,NA,NA,NA,g (PU170224),6.48,,,,,NA,0.002146612903,NA,,,,,,,,NA,EarthChem,PO7,whole_rock,"IGNEOUS,VOLCANIC",PO7,10.2,-84.217,99.65,55.66,1.06,16.76,8.87,0.17,3.68,7.8,3.31,2.03,0.31,NA,155.3,21.79,3.13,4.29,256.61,82.04,868.18,NA,70.99,1.34,4.77,2.69,1.66,NA,6.11,0.96,32.88,9.81,0.39,13.93,32.28,6.83,8.9,61.88,30.21,6.77,558.42,0.83,0.89,9.63,NA,0.09,3.37,0.88,28.29,2.59,163.87,733.8297845,38.17559859,15.9974,61.40516256,163.3835188,729.0965173,310.5657806,1417.87093,4.378893816,1340.924206,2.480629288,91.31416944,1.625928815,2463.295011,cam,4.289952531,-107.5426559,57.09819031,8.560872078,8.062166214,104.9646988,PG,Alkaline soda springs,Ca rich,Andesite
CR17PLS,PL_s,PL,CR17,PLS.PL170224_S38593,CR17PLS,CR17PLS,10.196777,-84.229892,2334,sediment,Central_America,Costa_Rica,Active volcanic arc,Central_Cordillera,Poas Volcano lake,volcanic_lake,plate margin,convergent,oceanic-continental subduction,Arc,aerial,951224,felsic,igneous,granite,301676,10.1986111,-84.2325,0.29072,"Alunite,Augite,Magnetite,Sulphur",37,65.745,0.85,46.6,0.0226216,NA,0.86,971.2,0.00792,5.20434,0.57,0.00048,7.37495,0.10442,g,6.48,0,109.7164054,99.22,0.033465,2.33,0,NA,0,0.006504285714,3.361191739,0.02071111111,1.5951711,4.85,18.08,NA,EarthChem,LC-010405-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",LC-010405-3,10.0739,-84.4509,96.9188739,46.85,0.86,17.53,10.0688739,0.17,6.71,11.37,1.89,1.21,0.26,NA,90,NA,NA,NA,300.4,63,590.73,NA,52.09,NA,3.36,1.38,1.55,NA,4.83,0.49,27.38,NA,0.17,NA,27.21,2.09,6.46,20,NA,5.25,861,0.17,0.6,5.42,NA,NA,1.38,NA,17.22,1.38,61,732.9,38.2,19.5,61.5,164.1,730,311.4,1418.4,4.2,1341.8,2.4,91.2,1.6,2426.5,cam,4.1,-107.5,57.1,8.6,8.1,105,PL,Crater Lake,Ca rich,Andesite
CR18PSS,PS_s,PS,CR18,PS180405.s_S44281,CR18PSS,NA,8.57554,-83.36416,2,sediment,Central_America,Costa_Rica,Costa Rica outer forearc,Playa Sandalo,Playa Sandalo,spring,plate margin,convergent,oceanic-continental subduction,Outer Forearc,subaerial,943503,mafic rocks,igneous,basalt,206330,9.69694444,-83.358056,14.43185,"Actinolite,Bornite,Calcite,Chalcocite,Chalcopyrite,Chrysocolla,Epidote,Gypsum,Hematite,Magnetite,Malachite,Molybdenite,Muscovite,Prehnite,Pyrite",33,69.2,8.2,122,0.18,NA,3.18,81.60756,0.0019,50.33228,1.21,864.1985,0.015083,2.770409,g,3.25,NA,NA,NA,NA,NA,NA,NA,NA,0.03535533906,345.81,NA,7.059,34.79,7.12,NA,EarthChem,M65AKH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A_KH,8.47,-82.71,98.3796719,55.96,0.94,15.86,6.2896719,0.1,5.36,7.66,2.93,2.81,0.47,NA,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.4,2.07,NA,6.08,NA,66.56,NA,0.17,10.66,52.55,NA,14.69,49,NA,7.72,2006,0.7,0.67,NA,NA,NA,NA,NA,11.75,1.15,182,930,25.5,371,17.1,64.1,538.3,109.2,1347.8,94,1140.4,8.4,128.7,2.6,7.5,cam,4.9,-26.4,32.2,8.7,7.9,107.4,PS,,Mature deep,Andesite
CR18PXS,PX_s,PX,CR18,PX180416.s_S44246,CR18PXS,NA,10.485523,-84.113229,68,sediment,Central_America,Costa_Rica,Active volcanic backarc,Praxair well 24,Praxair well 24,spring,plate margin,convergent,oceanic-continental subduction,Backarc,aerial,3188297,intermediate-felsic,igneous,andesite,293056,10,-84.1,5.78126798,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",NA,NA,NA,NA,0.67,NA,NA,943.7293,0.001974,44.05897,NA,0.002663,0.0000981,11.85476,g,7.81,,,,,NA,NA,NA,,,,,,,,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.6,1,18.25,8.908119,0.34,4.31,9.78,2.61,0.81,0.22,NA,117,NA,NA,38,297.66,70,333.1,NA,15.96,114,4.16,2.7,1.14,NA,3.91,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13,NA,3.49,439,0.16,0.61,0.72,NA,NA,0.2,NA,28.33,2.89,63.02,704.4,38.9,960.2,90.5,198.7,759.3,333.8,1451.7,34.3,1362.3,36.5,90.3,1.6,88.2,cam,1.9,-169.7,61.1,8.5,8.1,104.1,PX,,Ca rich,Basalt
CR18PXF,PX_f,PX,CR18,PX180416.f_S44243,NA,NA,10.485523,-84.113229,68,fluid,Central_America,Costa_Rica,Active volcanic backarc,Praxair well 24,Praxair well 24,spring,plate margin,convergent,oceanic-continental subduction,Backarc,aerial,3188297,intermediate-felsic,igneous,andesite,293056,10,-84.1,5.78126798,"Chromite,Copper,Iron,Isocubanite,Mackinawite,Schreibersite,Taenite,Troilite",NA,NA,NA,NA,0.67,NA,NA,943.7293,0.001974,44.05897,NA,0.002663,0.0000981,11.85476,g,7.81,0.009123573878,16.77582527,0.5697133736,0.02,NA,NA,NA,NA,0.03535533906,2.185,0.118,0.18,2.89,11.15,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.6,1,18.25,8.908119,0.34,4.31,9.78,2.61,0.81,0.22,NA,117,NA,NA,38,297.66,70,333.1,NA,15.96,114,4.16,2.7,1.14,NA,3.91,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13,NA,3.49,439,0.16,0.61,0.72,NA,NA,0.2,NA,28.33,2.89,63.02,704.4,38.9,960.2,90.5,198.7,759.3,333.8,1451.7,34.3,1362.3,36.5,90.3,1.6,88.2,cam,1.9,-169.7,61.1,8.5,8.1,104.1,PX,,Ca rich,Basalt
CR17QHS2,QH2_s,QH2,CR17,QHS2.QH170213.2_S38578,CR17QHS2,CR17QHS2,9.56171,-84.123251,300,sediment,Central_America,Costa_Rica,Costa Rica outer forearc,Central_Cordillera,Quepos Hotsprings,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,3188281,felsic,igneous,granite,29013,9.75027778,-84.142222,3.00736001,Tschernichite,36,1.39,8.69,2.5,0.9625883,0.85,0.11,NA,NA,NA,0.22,NA,NA,NA,g,3.12,,,,,NA,0.05062935484,NA,,,,,,,,130.76,EarthChem,AH8,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AH8,9.5,-84,96.9040544,49.35,0.84,14.46,9.2140544,0.16,8.87,11.55,2.12,0.28,0.06,NA,NA,NA,NA,140,281,NA,23,NA,5.06,400,2.72,1.65,0.59,NA,2.1,0.58,1.9,NA,0.26,2.39,4.19,0.2,NA,1.5,NA,1.5,395,0.21,0.4,0.15,NA,NA,0.124,NA,15.3,1.69,41,804.0521203,32.70149684,97.2309,15.45852721,105.9848925,658.8436927,246.4602715,1371.0487,54.91576746,1277.712687,5.804822925,106.5286516,1.91815769,447.8665191,cam,4.782082796,-51.09425354,37.54247665,8.614129066,8.011993408,105.7864227,QH2,Deep Chloride-sulfate,Mature deep,Basalt
CR17QH2F,QH2_f,QH,CR17,QHF2.QH170212.2_S38598,NA,NA,9.56171,-84.123251,300,fluid,Central_America,Costa_Rica,Costa Rica outer forearc,Central_Cordillera,Quepos Hotsprings,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,3188281,felsic,igneous,granite,29013,9.75027778,-84.142222,3.00736001,Tschernichite,36,1.39,8.69,47.3,0.9625883,0.85,0.11,NA,NA,NA,0.22,NA,NA,NA,g,3.12,0.2392063158,14.64322479,0.95,0.0071385,0,0.05062935484,67.06,0.0004303157895,0.006888571429,10.70151348,0.04985777778,0.135086445,0.02,2.2,163.45,EarthChem,AH8,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AH8,9.5,-84,96.9040544,49.35,0.84,14.46,9.2140544,0.16,8.87,11.55,2.12,0.28,0.06,NA,NA,NA,NA,140,281,NA,23,NA,5.06,400,2.72,1.65,0.59,NA,2.1,0.58,1.9,NA,0.26,2.39,4.19,0.2,NA,1.5,NA,1.5,395,0.21,0.4,0.15,NA,NA,0.124,NA,15.3,1.69,41,804.0521203,32.70149684,97.2309,15.45852721,105.9848925,658.8436927,246.4602715,1371.0487,54.91576746,1277.712687,5.804822925,106.5286516,1.91815769,447.8665191,cam,4.782082796,-51.09425354,37.54247665,8.614129066,8.011993408,105.7864227,QH2,Deep Chloride-sulfate,Mature deep,Basalt
CR17QHS1,QH_s,QH,CR17,QHS1.QH170213.1_S38602,CR17QHS1,CR17QHS1,9.56171,-84.123251,298,sediment,Central_America,Costa_Rica,Costa Rica outer forearc,Central_Cordillera,Quepos Hotsprings,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,3188281,felsic,igneous,granite,29013,9.75027778,-84.142222,3.00736001,Tschernichite,48,1.39,8.69,47.3,7.1291951,3.23,0.1,0,0.00527,23.4689,0.17,0.04669,0.00287,0.30103,g,3.12,0.2020463158,25.21208028,2.06,0.012274625,NA,0.09562903226,NA,0.0005325263158,0.01170285714,17.02247261,2.348051667,0.2274800512,0.02,4.86,NA,EarthChem,AH8,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AH8,9.5,-84,96.9040544,49.35,0.84,14.46,9.2140544,0.16,8.87,11.55,2.12,0.28,0.06,NA,NA,NA,NA,140,281,NA,23,NA,5.06,400,2.72,1.65,0.59,NA,2.1,0.58,1.9,NA,0.26,2.39,4.19,0.2,NA,1.5,NA,1.5,395,0.21,0.4,0.15,NA,NA,0.124,NA,15.3,1.69,41,804.0521203,32.70149684,97.2309,15.45852721,105.9848925,658.8436927,246.4602715,1371.0487,54.91576746,1277.712687,5.804822925,106.5286516,1.91815769,447.8665191,cam,4.782082796,-51.09425354,37.54247665,8.614129066,8.011993408,105.7864227,QH1,Deep Chloride-sulfate,Mature deep,Basalt
CR17QNF,QN_f,QN,CR17,QNF.QN170220_S38597,NA,CR17QNF,10.495573,-84.696714,429,fluid,Central_America,Costa_Rica,Active volcanic arc,Central_Cordillera,Quebrada naranja,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,951224,felsic,igneous,granite,285909,9.86666667,-84.7,6.47187238,"Calcite,Thomsonite-Ca",23,0.096,5.6,84,0.2045144,0.03,2.81,926.4,0.00427,8.08608,0.42,64.67717,0.00354,0.77759,g,4.89,0,0.3128501408,0.03,0,0,0.03859596774,53.12,0.001112,0,0.46353,0.519565,0.1191851662,0.29,0.73,333.438,EarthChem,RET10,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,DACITE",RET10,10.467,-84.733,99.277,63.38,0.36,17.36,5.21,0.227,1.9,6.21,3.87,0.76,NA,NA,6.866,NA,1.677,0.858,24.988,93.306,592.017,NA,29.013,2.483,3.335,2.033,1.271,NA,3.743,0.688,12.684,12.32,0.355,NA,16.967,NA,4.049,16.354,7.106,3.94,622.883,NA,0.566,1.001,NA,0.067,0.547,NA,20.536,2.193,60.74,691,40.1,22.9,58.8,172.7,773.9,367,1414.5,4,1398.3,21.4,87,1.6,511.4,cam,0.6,-97.9,56.3,8.5,8.1,104.1,QN,Alkaline soda springs,Ca rich,Andesite
CR17QNS,QN_s,QN,CR17,QNS.QN170220_S38594,CR17QNS,NA,10.495573,-84.696714,429,sediment,Central_America,Costa_Rica,Active volcanic arc,Central_Cordillera,Quebrada naranja,spring,plate margin,convergent,oceanic-continental subduction,Arc,aerial,951224,felsic,igneous,granite,285909,9.86666667,-84.7,6.47187238,"Calcite,Thomsonite-Ca",23,0.096,5.6,84,0.2045144,0.03,2.81,926.4,0.00427,8.08608,0.42,64.67717,0.00354,0.77759,g,4.89,,,,,NA,0.03859596774,NA,,,,,,,,NA,EarthChem,RET10,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,DACITE",RET10,10.467,-84.733,99.277,63.38,0.36,17.36,5.21,0.227,1.9,6.21,3.87,0.76,NA,NA,6.866,NA,1.677,0.858,24.988,93.306,592.017,NA,29.013,2.483,3.335,2.033,1.271,NA,3.743,0.688,12.684,12.32,0.355,NA,16.967,NA,4.049,16.354,7.106,3.94,622.883,NA,0.566,1.001,NA,0.067,0.547,NA,20.536,2.193,60.74,691,40.1,22.9,58.8,172.7,773.9,367,1414.5,4,1398.3,21.4,87,1.6,511.4,cam,0.6,-97.9,56.3,8.5,8.1,104.1,QN,Alkaline soda springs,Ca rich,Andesite
CR18RCS,RC_s,RC,CR18,RC180404.s_S44228,CR18RCS,NA,9.30283,-83.29782,943,sediment,Central_America,Costa_Rica,Cordillera Talamanca,Ujarassa,Ujarassa,spring,plate margin,convergent,oceanic-continental subduction,Forearc,aerial,3193086,intrusive igneous rocks,igneous,igneous_uncl,206330,9.69694444,-83.358056,8.41347056,"Actinolite,Bornite,Calcite,Chalcocite,Chalcopyrite,Chrysocolla,Epidote,Gypsum,Hematite,Magnetite,Malachite,Molybdenite,Muscovite,Prehnite,Pyrite",60,2.83,7.7,45,7.57,NA,1.07,777.6269,0.038083,214.8475,0.53,4.367896,0.002466,0.130983,NA,NA,,,,,NA,NA,NA,,,,,,,,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84.217,96.24,49.1,1.05,15.52,9.47,0.15,7.11,9.44,2.46,1.52,0.42,NA,490,NA,NA,27,450.28,68,310.55,NA,14.28,99,3.4,2.01,1.03,NA,3.26,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17,NA,3.15,417,0.1,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45,854.9539454,30.48565885,793.807,45.93062433,131.7302671,617.9157476,178.2208999,1410.14816,95.05850623,1202.662061,29.53759832,109.724205,1.825674811,1026.295011,cam,0.3941281736,-74.37892151,40.89027786,8.666784287,7.962999344,106.6104584,RC,,Mature deep,Basalt
